auction_id,domain,title,max_budget,weight_cost,weight_reliability,weight_delivery,weight_reviews,duration_minutes,created_at
AUC-1327,Raw Materials & Metals,Procurement Request #1327 - Raw Materials & Metals,405279.82,38,19,25,18,5,2026-04-21 00:00:00
AUC-1328,Software & Cloud Services,Procurement Request #1328 - Software & Cloud Services,492580.62,54,14,26,10,10,2026-03-06 00:00:00
AUC-1329,Logistics & Freight,Procurement Request #1329 - Logistics & Freight,379581.65,27,37,18,18,10,2026-06-21 00:00:00
AUC-1330,Manufacturing & Heavy Machinery,Procurement Request #1330 - Manufacturing & Heavy Machinery,202665.65,47,16,25,12,5,2026-06-30 00:00:00
AUC-1331,Healthcare & Medical Supplies,Procurement Request #1331 - Healthcare & Medical Supplies,299412.54,47,29,15,10,10,2026-06-02 00:00:00
AUC-1332,Healthcare & Medical Supplies,Procurement Request #1332 - Healthcare & Medical Supplies,333896.98,60,14,17,9,5,2026-02-04 00:00:00
AUC-1333,Raw Materials & Metals,Procurement Request #1333 - Raw Materials & Metals,48443.35,22,18,16,44,10,2026-04-21 00:00:00
AUC-1334,IT Hardware,Procurement Request #1334 - IT Hardware,276803.51,59,16,12,13,5,2026-04-09 00:00:00
AUC-1335,Raw Materials & Metals,Procurement Request #1335 - Raw Materials & Metals,357567.21,48,19,30,10,10,2026-02-27 00:00:00
AUC-1336,Logistics & Freight,Procurement Request #1336 - Logistics & Freight,91987.44,47,25,11,17,30,2026-06-15 00:00:00
AUC-1337,IT Hardware,Procurement Request #1337 - IT Hardware,392509.54,39,13,18,30,15,2026-03-14 00:00:00
AUC-1338,Logistics & Freight,Procurement Request #1338 - Logistics & Freight,296048.66,46,17,20,17,5,2026-02-17 00:00:00
AUC-1339,IT Hardware,Procurement Request #1339 - IT Hardware,476588.67,20,11,20,49,10,2026-03-16 00:00:00
AUC-1340,Raw Materials & Metals,Procurement Request #1340 - Raw Materials & Metals,30786.93,32,39,29,10,5,2026-04-22 00:00:00
AUC-1341,Software & Cloud Services,Procurement Request #1341 - Software & Cloud Services,140009.81,31,40,25,10,15,2026-03-28 00:00:00
AUC-1342,Logistics & Freight,Procurement Request #1342 - Logistics & Freight,304761.4,27,13,10,50,10,2026-03-27 00:00:00
AUC-1343,Logistics & Freight,Procurement Request #1343 - Logistics & Freight,155314.36,38,33,28,10,15,2026-03-03 00:00:00
AUC-1344,Healthcare & Medical Supplies,Procurement Request #1344 - Healthcare & Medical Supplies,360067.84,37,16,28,19,30,2026-01-24 00:00:00
AUC-1345,IT Hardware,Procurement Request #1345 - IT Hardware,381912.59,28,30,29,13,5,2026-01-12 00:00:00
AUC-1346,Construction & Infrastructure,Procurement Request #1346 - Construction & Infrastructure,60232.82,32,16,24,28,5,2026-01-21 00:00:00
AUC-1347,Construction & Infrastructure,Procurement Request #1347 - Construction & Infrastructure,261788.69,54,20,19,10,30,2026-02-22 00:00:00
AUC-1348,Construction & Infrastructure,Procurement Request #1348 - Construction & Infrastructure,259356.37,29,11,14,46,10,2026-04-19 00:00:00
AUC-1349,Construction & Infrastructure,Procurement Request #1349 - Construction & Infrastructure,190947.58,31,38,27,10,15,2026-04-05 00:00:00
AUC-1350,Raw Materials & Metals,Procurement Request #1350 - Raw Materials & Metals,467133.18,55,32,13,10,30,2026-01-19 00:00:00
AUC-1351,Raw Materials & Metals,Procurement Request #1351 - Raw Materials & Metals,415478.1,41,26,26,10,5,2026-02-13 00:00:00
AUC-1352,Construction & Infrastructure,Procurement Request #1352 - Construction & Infrastructure,351632.6,37,32,14,17,15,2026-01-13 00:00:00
AUC-1353,Construction & Infrastructure,Procurement Request #1353 - Construction & Infrastructure,360020.05,23,35,16,26,30,2026-05-08 00:00:00
AUC-1354,Healthcare & Medical Supplies,Procurement Request #1354 - Healthcare & Medical Supplies,236240.91,49,37,26,10,5,2026-02-13 00:00:00
AUC-1355,Raw Materials & Metals,Procurement Request #1355 - Raw Materials & Metals,461287.32,47,22,27,10,30,2026-04-14 00:00:00
AUC-1356,Construction & Infrastructure,Procurement Request #1356 - Construction & Infrastructure,350351.76,37,16,15,32,5,2026-02-11 00:00:00
AUC-1357,Construction & Infrastructure,Procurement Request #1357 - Construction & Infrastructure,367200.72,33,28,10,29,30,2026-05-10 00:00:00
AUC-1358,Healthcare & Medical Supplies,Procurement Request #1358 - Healthcare & Medical Supplies,432228.54,53,18,19,10,10,2026-03-18 00:00:00
AUC-1359,Healthcare & Medical Supplies,Procurement Request #1359 - Healthcare & Medical Supplies,144295.08,37,27,13,23,10,2026-02-28 00:00:00
AUC-1360,IT Hardware,Procurement Request #1360 - IT Hardware,405464.74,54,17,19,10,5,2026-06-14 00:00:00
AUC-1361,Software & Cloud Services,Procurement Request #1361 - Software & Cloud Services,105667.9,37,39,14,10,15,2026-01-15 00:00:00
AUC-1362,Healthcare & Medical Supplies,Procurement Request #1362 - Healthcare & Medical Supplies,179217.56,35,36,16,13,5,2026-01-02 00:00:00
AUC-1363,Healthcare & Medical Supplies,Procurement Request #1363 - Healthcare & Medical Supplies,174449.12,37,30,29,10,15,2026-03-26 00:00:00
AUC-1364,IT Hardware,Procurement Request #1364 - IT Hardware,489477.48,55,18,14,13,30,2026-06-07 00:00:00
AUC-1365,Logistics & Freight,Procurement Request #1365 - Logistics & Freight,429703.24,40,11,30,19,5,2026-04-03 00:00:00
AUC-1366,Software & Cloud Services,Procurement Request #1366 - Software & Cloud Services,353573.23,37,15,18,30,5,2026-05-19 00:00:00
AUC-1367,Healthcare & Medical Supplies,Procurement Request #1367 - Healthcare & Medical Supplies,366257.81,57,13,22,8,15,2026-06-11 00:00:00
AUC-1368,Healthcare & Medical Supplies,Procurement Request #1368 - Healthcare & Medical Supplies,285415.67,53,27,16,10,30,2026-02-27 00:00:00
AUC-1369,Logistics & Freight,Procurement Request #1369 - Logistics & Freight,474074.43,37,16,28,19,30,2026-02-10 00:00:00
AUC-1370,Raw Materials & Metals,Procurement Request #1370 - Raw Materials & Metals,253166.79,34,33,23,10,15,2026-02-08 00:00:00
AUC-1371,Raw Materials & Metals,Procurement Request #1371 - Raw Materials & Metals,196453.68,25,25,15,35,30,2026-02-18 00:00:00
AUC-1372,Manufacturing & Heavy Machinery,Procurement Request #1372 - Manufacturing & Heavy Machinery,89887.32,31,16,28,25,30,2026-02-17 00:00:00
AUC-1373,Healthcare & Medical Supplies,Procurement Request #1373 - Healthcare & Medical Supplies,395240.77,38,10,19,33,10,2026-02-16 00:00:00
AUC-1374,Manufacturing & Heavy Machinery,Procurement Request #1374 - Manufacturing & Heavy Machinery,369877.53,40,31,29,10,10,2026-01-19 00:00:00
AUC-1375,Software & Cloud Services,Procurement Request #1375 - Software & Cloud Services,198333.97,24,23,17,36,30,2026-06-16 00:00:00
AUC-1376,Raw Materials & Metals,Procurement Request #1376 - Raw Materials & Metals,22344.77,26,33,26,15,10,2026-01-05 00:00:00
AUC-1377,Construction & Infrastructure,Procurement Request #1377 - Construction & Infrastructure,421108.69,26,22,22,30,5,2026-01-30 00:00:00
AUC-1378,Manufacturing & Heavy Machinery,Procurement Request #1378 - Manufacturing & Heavy Machinery,15594.81,20,34,30,16,5,2026-02-04 00:00:00
AUC-1379,Software & Cloud Services,Procurement Request #1379 - Software & Cloud Services,354812.89,25,18,14,43,5,2026-01-04 00:00:00
AUC-1380,Manufacturing & Heavy Machinery,Procurement Request #1380 - Manufacturing & Heavy Machinery,485425.98,26,27,20,27,5,2026-02-22 00:00:00
AUC-1381,Software & Cloud Services,Procurement Request #1381 - Software & Cloud Services,224454.05,45,34,28,10,30,2026-02-12 00:00:00
AUC-1382,Logistics & Freight,Procurement Request #1382 - Logistics & Freight,125136.97,41,25,14,20,10,2026-01-16 00:00:00
AUC-1383,Construction & Infrastructure,Procurement Request #1383 - Construction & Infrastructure,355386.79,37,30,27,6,5,2026-01-07 00:00:00
AUC-1384,Manufacturing & Heavy Machinery,Procurement Request #1384 - Manufacturing & Heavy Machinery,410392.79,22,13,27,38,15,2026-01-28 00:00:00
AUC-1385,Construction & Infrastructure,Procurement Request #1385 - Construction & Infrastructure,277750.85,46,14,10,30,10,2026-01-08 00:00:00
AUC-1386,Software & Cloud Services,Procurement Request #1386 - Software & Cloud Services,483847.28,47,22,14,17,15,2026-06-18 00:00:00
AUC-1387,Logistics & Freight,Procurement Request #1387 - Logistics & Freight,35317.67,34,39,22,5,5,2026-05-07 00:00:00
AUC-1388,Software & Cloud Services,Procurement Request #1388 - Software & Cloud Services,257349.84,27,17,13,43,15,2026-04-03 00:00:00
AUC-1389,IT Hardware,Procurement Request #1389 - IT Hardware,362042.43,59,20,13,8,15,2026-01-23 00:00:00
AUC-1390,IT Hardware,Procurement Request #1390 - IT Hardware,432693.83,58,14,15,13,30,2026-05-17 00:00:00
AUC-1391,Logistics & Freight,Procurement Request #1391 - Logistics & Freight,97835.25,53,15,23,10,10,2026-06-21 00:00:00
AUC-1392,Healthcare & Medical Supplies,Procurement Request #1392 - Healthcare & Medical Supplies,402001.71,39,29,19,13,15,2026-01-28 00:00:00
AUC-1393,Logistics & Freight,Procurement Request #1393 - Logistics & Freight,280826.47,46,31,21,10,15,2026-01-21 00:00:00
AUC-1394,Manufacturing & Heavy Machinery,Procurement Request #1394 - Manufacturing & Heavy Machinery,204311.3,20,37,14,29,10,2026-03-24 00:00:00
AUC-1395,Software & Cloud Services,Procurement Request #1395 - Software & Cloud Services,74540.36,44,24,25,7,5,2026-01-30 00:00:00
AUC-1396,Construction & Infrastructure,Procurement Request #1396 - Construction & Infrastructure,433994.92,42,40,18,10,10,2026-01-25 00:00:00
AUC-1397,Logistics & Freight,Procurement Request #1397 - Logistics & Freight,87063.87,28,15,22,35,15,2026-03-24 00:00:00
AUC-1398,Raw Materials & Metals,Procurement Request #1398 - Raw Materials & Metals,161796.05,47,25,23,5,15,2026-02-06 00:00:00
AUC-1399,Manufacturing & Heavy Machinery,Procurement Request #1399 - Manufacturing & Heavy Machinery,152122.31,35,22,23,20,30,2026-05-19 00:00:00
AUC-1400,Construction & Infrastructure,Procurement Request #1400 - Construction & Infrastructure,436992.88,46,27,27,10,10,2026-04-10 00:00:00
AUC-1401,IT Hardware,Procurement Request #1401 - IT Hardware,339624.47,52,32,23,10,10,2026-06-30 00:00:00
AUC-1402,IT Hardware,Procurement Request #1402 - IT Hardware,400373.88,35,21,10,34,10,2026-01-06 00:00:00
AUC-1403,Logistics & Freight,Procurement Request #1403 - Logistics & Freight,132729.27,55,25,14,6,5,2026-01-17 00:00:00
AUC-1404,Logistics & Freight,Procurement Request #1404 - Logistics & Freight,316188.31,43,37,14,6,15,2026-04-29 00:00:00
AUC-1405,Software & Cloud Services,Procurement Request #1405 - Software & Cloud Services,290155.53,50,39,23,10,10,2026-02-24 00:00:00
AUC-1406,Manufacturing & Heavy Machinery,Procurement Request #1406 - Manufacturing & Heavy Machinery,418086.88,34,11,14,41,5,2026-06-29 00:00:00
AUC-1407,Healthcare & Medical Supplies,Procurement Request #1407 - Healthcare & Medical Supplies,453982.66,29,22,10,39,30,2026-04-07 00:00:00
AUC-1408,IT Hardware,Procurement Request #1408 - IT Hardware,15956.82,26,31,28,15,5,2026-05-04 00:00:00
AUC-1409,Manufacturing & Heavy Machinery,Procurement Request #1409 - Manufacturing & Heavy Machinery,340269.76,53,37,15,10,5,2026-02-08 00:00:00
AUC-1410,Logistics & Freight,Procurement Request #1410 - Logistics & Freight,35399.54,29,12,17,42,5,2026-01-05 00:00:00
AUC-1411,Construction & Infrastructure,Procurement Request #1411 - Construction & Infrastructure,278940.75,46,14,15,25,30,2026-02-06 00:00:00
AUC-1412,Healthcare & Medical Supplies,Procurement Request #1412 - Healthcare & Medical Supplies,150940.04,48,32,19,10,30,2026-04-17 00:00:00
AUC-1413,Healthcare & Medical Supplies,Procurement Request #1413 - Healthcare & Medical Supplies,160320.53,41,24,30,5,5,2026-03-16 00:00:00
AUC-1414,IT Hardware,Procurement Request #1414 - IT Hardware,182949.67,29,11,30,30,5,2026-06-05 00:00:00
AUC-1415,Manufacturing & Heavy Machinery,Procurement Request #1415 - Manufacturing & Heavy Machinery,314433.3,31,26,15,28,5,2026-04-13 00:00:00
AUC-1416,Manufacturing & Heavy Machinery,Procurement Request #1416 - Manufacturing & Heavy Machinery,173684.48,42,31,24,10,15,2026-05-28 00:00:00
AUC-1417,Construction & Infrastructure,Procurement Request #1417 - Construction & Infrastructure,369022.53,39,32,17,12,30,2026-02-11 00:00:00
AUC-1418,Logistics & Freight,Procurement Request #1418 - Logistics & Freight,208218.42,25,26,22,27,10,2026-02-25 00:00:00
AUC-1419,Raw Materials & Metals,Procurement Request #1419 - Raw Materials & Metals,43493.07,59,11,17,13,30,2026-02-18 00:00:00
AUC-1420,Manufacturing & Heavy Machinery,Procurement Request #1420 - Manufacturing & Heavy Machinery,394042.32,50,29,12,10,30,2026-05-04 00:00:00
AUC-1421,Logistics & Freight,Procurement Request #1421 - Logistics & Freight,150021.58,40,36,22,10,10,2026-01-15 00:00:00
AUC-1422,Manufacturing & Heavy Machinery,Procurement Request #1422 - Manufacturing & Heavy Machinery,222055.77,38,30,23,10,10,2026-03-12 00:00:00
AUC-1423,IT Hardware,Procurement Request #1423 - IT Hardware,345867.5,26,12,21,41,15,2026-01-09 00:00:00
AUC-1424,Software & Cloud Services,Procurement Request #1424 - Software & Cloud Services,172903.52,38,15,27,20,5,2026-01-18 00:00:00
AUC-1425,Software & Cloud Services,Procurement Request #1425 - Software & Cloud Services,37726.97,58,10,19,13,10,2026-05-23 00:00:00
AUC-1426,Software & Cloud Services,Procurement Request #1426 - Software & Cloud Services,193221.31,55,39,11,10,10,2026-03-11 00:00:00
AUC-1427,IT Hardware,Procurement Request #1427 - IT Hardware,472779.81,56,28,11,5,30,2026-01-13 00:00:00
AUC-1428,IT Hardware,Procurement Request #1428 - IT Hardware,324449.85,40,12,19,29,5,2026-04-03 00:00:00
AUC-1429,Manufacturing & Heavy Machinery,Procurement Request #1429 - Manufacturing & Heavy Machinery,339024.78,33,40,22,10,10,2026-03-23 00:00:00
AUC-1430,Manufacturing & Heavy Machinery,Procurement Request #1430 - Manufacturing & Heavy Machinery,319818.26,40,33,21,10,10,2026-06-30 00:00:00
AUC-1431,Healthcare & Medical Supplies,Procurement Request #1431 - Healthcare & Medical Supplies,107506.15,26,20,23,31,5,2026-05-10 00:00:00
AUC-1432,Manufacturing & Heavy Machinery,Procurement Request #1432 - Manufacturing & Heavy Machinery,214983.59,29,10,28,33,30,2026-05-04 00:00:00
AUC-1433,Construction & Infrastructure,Procurement Request #1433 - Construction & Infrastructure,377960.5,22,19,15,44,10,2026-06-25 00:00:00
AUC-1434,Raw Materials & Metals,Procurement Request #1434 - Raw Materials & Metals,59672.72,25,38,30,7,5,2026-03-02 00:00:00
AUC-1435,Software & Cloud Services,Procurement Request #1435 - Software & Cloud Services,146147.86,29,34,15,22,15,2026-04-26 00:00:00
AUC-1436,Manufacturing & Heavy Machinery,Procurement Request #1436 - Manufacturing & Heavy Machinery,145396.36,28,20,19,33,15,2026-06-10 00:00:00
AUC-1437,Manufacturing & Heavy Machinery,Procurement Request #1437 - Manufacturing & Heavy Machinery,221689.27,47,11,22,20,10,2026-02-24 00:00:00
AUC-1438,Construction & Infrastructure,Procurement Request #1438 - Construction & Infrastructure,490380.68,58,12,14,16,30,2026-01-26 00:00:00
AUC-1439,Manufacturing & Heavy Machinery,Procurement Request #1439 - Manufacturing & Heavy Machinery,43076.25,20,14,19,47,5,2026-05-09 00:00:00
AUC-1440,IT Hardware,Procurement Request #1440 - IT Hardware,264163.49,49,20,15,16,15,2026-02-12 00:00:00
AUC-1441,IT Hardware,Procurement Request #1441 - IT Hardware,97888.69,37,28,21,14,15,2026-01-24 00:00:00
AUC-1442,IT Hardware,Procurement Request #1442 - IT Hardware,485631.51,31,32,24,13,15,2026-05-03 00:00:00
AUC-1443,Logistics & Freight,Procurement Request #1443 - Logistics & Freight,65518.72,48,30,14,8,5,2026-05-27 00:00:00
AUC-1444,Raw Materials & Metals,Procurement Request #1444 - Raw Materials & Metals,207764.49,22,21,19,38,30,2026-04-16 00:00:00
AUC-1445,Manufacturing & Heavy Machinery,Procurement Request #1445 - Manufacturing & Heavy Machinery,371563.64,54,39,14,10,30,2026-04-05 00:00:00
AUC-1446,Construction & Infrastructure,Procurement Request #1446 - Construction & Infrastructure,355231.67,54,40,20,10,15,2026-01-23 00:00:00
AUC-1447,Healthcare & Medical Supplies,Procurement Request #1447 - Healthcare & Medical Supplies,217137.03,41,26,24,10,15,2026-06-25 00:00:00
AUC-1448,IT Hardware,Procurement Request #1448 - IT Hardware,179796.84,54,30,11,10,10,2026-06-30 00:00:00
AUC-1449,Manufacturing & Heavy Machinery,Procurement Request #1449 - Manufacturing & Heavy Machinery,204830.07,55,10,14,21,5,2026-03-17 00:00:00
AUC-1450,Raw Materials & Metals,Procurement Request #1450 - Raw Materials & Metals,139495.37,30,28,22,20,5,2026-02-28 00:00:00
AUC-1451,Raw Materials & Metals,Procurement Request #1451 - Raw Materials & Metals,110613.14,49,31,12,8,15,2026-05-01 00:00:00
AUC-1452,Raw Materials & Metals,Procurement Request #1452 - Raw Materials & Metals,246689.45,49,38,24,10,5,2026-01-23 00:00:00
AUC-1453,Software & Cloud Services,Procurement Request #1453 - Software & Cloud Services,141581.54,26,39,22,13,30,2026-02-22 00:00:00
AUC-1454,Raw Materials & Metals,Procurement Request #1454 - Raw Materials & Metals,150856.22,41,12,20,27,15,2026-06-05 00:00:00
AUC-1455,Raw Materials & Metals,Procurement Request #1455 - Raw Materials & Metals,331810.47,33,32,25,10,5,2026-03-14 00:00:00
AUC-1456,Raw Materials & Metals,Procurement Request #1456 - Raw Materials & Metals,484583.29,22,27,14,37,30,2026-02-08 00:00:00
AUC-1457,Healthcare & Medical Supplies,Procurement Request #1457 - Healthcare & Medical Supplies,305782.23,33,20,28,19,5,2026-06-04 00:00:00
AUC-1458,Manufacturing & Heavy Machinery,Procurement Request #1458 - Manufacturing & Heavy Machinery,47719.94,44,11,21,24,30,2026-05-03 00:00:00
AUC-1459,Software & Cloud Services,Procurement Request #1459 - Software & Cloud Services,47035.97,23,16,10,51,30,2026-03-12 00:00:00
AUC-1460,Logistics & Freight,Procurement Request #1460 - Logistics & Freight,476197.38,60,15,12,13,10,2026-01-19 00:00:00
AUC-1461,Logistics & Freight,Procurement Request #1461 - Logistics & Freight,155672.49,45,12,19,24,30,2026-04-19 00:00:00
AUC-1462,Construction & Infrastructure,Procurement Request #1462 - Construction & Infrastructure,55112.82,33,31,18,18,10,2026-01-15 00:00:00
AUC-1463,IT Hardware,Procurement Request #1463 - IT Hardware,303531.85,47,20,19,14,10,2026-02-21 00:00:00
AUC-1464,Logistics & Freight,Procurement Request #1464 - Logistics & Freight,315587.9,41,25,25,10,10,2026-06-29 00:00:00
AUC-1465,Raw Materials & Metals,Procurement Request #1465 - Raw Materials & Metals,327767.36,37,39,28,10,30,2026-01-04 00:00:00
AUC-1466,Construction & Infrastructure,Procurement Request #1466 - Construction & Infrastructure,141026.99,58,16,12,14,10,2026-03-25 00:00:00
AUC-1467,Healthcare & Medical Supplies,Procurement Request #1467 - Healthcare & Medical Supplies,17404.24,40,10,14,36,30,2026-02-08 00:00:00
AUC-1468,Raw Materials & Metals,Procurement Request #1468 - Raw Materials & Metals,482857.53,40,13,23,24,15,2026-05-15 00:00:00
